PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,Meta description,H1,H2,No. of content words,No. of internal outlinks,No. of external outlinks,Page text,Extracted text (raw <body>) (length),Text hash,First found at
20,https://jobsbyculture.com/compare/huggingface-vs-mistral,Hugging Face vs Mistral AI: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Hugging Face (3.8 Glassdoor, 4.1 WLB) vs Mistral AI (4.0 Glassdoor, 3.6 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Hugging Face vs Mistral AI: Culture Compared,"Hugging Face
Mistral AI",483,12,1,<truncated>,2937,1762794800272351764,
20,https://jobsbyculture.com/compare/airtable-vs-replit,Airtable vs Replit: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Airtable (4.1 Glassdoor, 4.0 WLB) vs Replit (4.0 Glassdoor, 3.9 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Airtable vs Replit: Culture Compared,"Airtable
Replit",476,12,1,<truncated>,3057,2475379010201963432,
20,https://jobsbyculture.com/compare/cursor-vs-weaviate,Cursor (Anysphere) vs Weaviate: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Cursor (Anysphere) (4.0 Glassdoor, 3.5 WLB) vs Weaviate (4.3 Glassdoor, 4.2 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Cursor (Anysphere) vs Weaviate: Culture Compared,"Cursor (Anysphere)
Weaviate",498,12,1,<truncated>,3200,1456819121423125630,
20,https://jobsbyculture.com/compare/posthog-vs-vast,PostHog vs Vast AI: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"PostHog (4.3 Glassdoor, 4.5 WLB) vs Vast AI (5.0 Glassdoor, 4.5 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",PostHog vs Vast AI: Culture Compared,"PostHog
Vast AI",440,12,1,<truncated>,2697,15965436472614821785,
20,https://jobsbyculture.com/compare/datadog-vs-openai,Datadog vs OpenAI: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Datadog (4.2 Glassdoor, 3.8 WLB) vs OpenAI (4.5 Glassdoor, 3.6 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Datadog vs OpenAI: Culture Compared,"Datadog
OpenAI",494,12,1,<truncated>,3028,17819351684505213833,
20,https://jobsbyculture.com/compare/anthropic-vs-mistral,Anthropic vs Mistral AI: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Anthropic (4.4 Glassdoor, 3.7 WLB) vs Mistral AI (4.0 Glassdoor, 3.6 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Anthropic vs Mistral AI: Culture Compared,"Anthropic
Mistral AI",512,12,1,<truncated>,3122,17831732655480676699,
20,https://jobsbyculture.com/compare/databricks-vs-vast,Databricks vs Vast AI: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Databricks (4.1 Glassdoor, 3.9 WLB) vs Vast AI (5.0 Glassdoor, 4.5 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Databricks vs Vast AI: Culture Compared,"Databricks
Vast AI",501,12,1,<truncated>,3020,2350213980710390501,
20,https://jobsbyculture.com/compare/coreweave-vs-figma,CoreWeave vs Figma: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"CoreWeave (3.6 Glassdoor, 3.2 WLB) vs Figma (3.7 Glassdoor, 3.1 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",CoreWeave vs Figma: Culture Compared,"CoreWeave
Figma",500,12,1,<truncated>,3133,86443727479840433,
20,https://jobsbyculture.com/compare/crusoe-vs-supabase,Crusoe vs Supabase: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Crusoe (4.3 Glassdoor, 3.5 WLB) vs Supabase (4.8 Glassdoor, 3.0 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Crusoe vs Supabase: Culture Compared,"Crusoe
Supabase",480,12,1,<truncated>,3042,2637360634202643723,
20,https://jobsbyculture.com/compare/apollo-vs-hubspot,Apollo.io vs HubSpot: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Apollo.io (4.0 Glassdoor, 3.6 WLB) vs HubSpot (4.3 Glassdoor, 4.1 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Apollo.io vs HubSpot: Culture Compared,"Apollo.io
HubSpot",488,12,1,<truncated>,3143,14030071404784100655,
20,https://jobsbyculture.com/compare/airbnb-vs-deepmind,Airbnb vs Google DeepMind: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Airbnb (4.1 Glassdoor, 4.0 WLB) vs Google DeepMind (4.2 Glassdoor, 4.0 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Airbnb vs Google DeepMind: Culture Compared,"Airbnb
Google DeepMind",504,12,1,<truncated>,3204,15567795325892876856,
20,https://jobsbyculture.com/compare/perplexity-vs-plaid,Perplexity AI vs Plaid: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Perplexity AI (4.7 Glassdoor, 3.3 WLB) vs Plaid (4.6 Glassdoor, 4.2 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Perplexity AI vs Plaid: Culture Compared,"Perplexity AI
Plaid",532,12,1,<truncated>,3280,638246213759537050,
20,https://jobsbyculture.com/compare/figma-vs-linear,Figma vs Linear: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Figma (3.7 Glassdoor, 3.1 WLB) vs Linear (4.6 Glassdoor, 4.4 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Figma vs Linear: Culture Compared,"Figma
Linear",494,12,1,<truncated>,3064,354297167149179024,
20,https://jobsbyculture.com/compare/hubspot-vs-scale,HubSpot vs Scale AI: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"HubSpot (4.3 Glassdoor, 4.1 WLB) vs Scale AI (3.5 Glassdoor, 2.7 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",HubSpot vs Scale AI: Culture Compared,"HubSpot
Scale AI",518,12,1,<truncated>,3157,1217272779717816300,
20,https://jobsbyculture.com/compare/pylon-vs-stripe,Pylon vs Stripe: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Pylon (3.0 Glassdoor, 4.0 WLB) vs Stripe (4.0 Glassdoor, 3.6 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Pylon vs Stripe: Culture Compared,"Pylon
Stripe",470,12,1,<truncated>,2887,18137424028224712652,
20,https://jobsbyculture.com/compare/ramp-vs-stripe,Ramp vs Stripe: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Ramp (4.2 Glassdoor, 3.5 WLB) vs Stripe (4.0 Glassdoor, 3.6 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Ramp vs Stripe: Culture Compared,"Ramp
Stripe",505,12,1,<truncated>,3080,14304051578282166564,
20,https://jobsbyculture.com/compare/linear-vs-openai,Linear vs OpenAI: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Linear (4.6 Glassdoor, 4.4 WLB) vs OpenAI (4.5 Glassdoor, 3.6 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Linear vs OpenAI: Culture Compared,"Linear
OpenAI",485,12,1,<truncated>,2971,13978995337046833364,
20,https://jobsbyculture.com/compare/databricks-vs-runway,Databricks vs Runway: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Databricks (4.1 Glassdoor, 3.9 WLB) vs Runway (4.5 Glassdoor, 4.0 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Databricks vs Runway: Culture Compared,"Databricks
Runway",498,12,1,<truncated>,3095,15561038199107220240,
20,https://jobsbyculture.com/compare/crusoe-vs-huggingface,Crusoe vs Hugging Face: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Crusoe (4.3 Glassdoor, 3.5 WLB) vs Hugging Face (3.8 Glassdoor, 4.1 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Crusoe vs Hugging Face: Culture Compared,"Crusoe
Hugging Face",515,12,1,<truncated>,3208,1381942235502335813,
20,https://jobsbyculture.com/compare/cursor-vs-linear,Cursor (Anysphere) vs Linear: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Cursor (Anysphere) (4.0 Glassdoor, 3.5 WLB) vs Linear (4.6 Glassdoor, 4.4 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Cursor (Anysphere) vs Linear: Culture Compared,"Cursor (Anysphere)
Linear",503,12,1,<truncated>,3144,15565594889094949802,
20,https://jobsbyculture.com/compare/databricks-vs-incidentio,Databricks vs incident.io: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Databricks (4.1 Glassdoor, 3.9 WLB) vs incident.io (4.5 Glassdoor, 4.1 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Databricks vs incident.io: Culture Compared,"Databricks
incident.io",461,12,1,<truncated>,3010,15041825655457732584,
20,https://jobsbyculture.com/compare/hubspot-vs-ramp,HubSpot vs Ramp: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"HubSpot (4.3 Glassdoor, 4.1 WLB) vs Ramp (4.2 Glassdoor, 3.5 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",HubSpot vs Ramp: Culture Compared,"HubSpot
Ramp",511,12,1,<truncated>,3146,2926527494413511039,
20,https://jobsbyculture.com/compare/figma-vs-notion,Figma vs Notion: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Figma (3.7 Glassdoor, 3.1 WLB) vs Notion (4.4 Glassdoor, 4.2 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Figma vs Notion: Culture Compared,"Figma
Notion",484,12,1,<truncated>,2983,13878932395459334722,
20,https://jobsbyculture.com/compare/huggingface-vs-posthog,Hugging Face vs PostHog: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Hugging Face (3.8 Glassdoor, 4.1 WLB) vs PostHog (4.3 Glassdoor, 4.5 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Hugging Face vs PostHog: Culture Compared,"Hugging Face
PostHog",418,12,1,<truncated>,2633,14556704884300170580,
20,https://jobsbyculture.com/compare/huggingface-vs-pinecone,Hugging Face vs Pinecone: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Hugging Face (3.8 Glassdoor, 4.1 WLB) vs Pinecone (4.2 Glassdoor, 4.3 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Hugging Face vs Pinecone: Culture Compared,"Hugging Face
Pinecone",469,12,1,<truncated>,2998,16018918309268053926,
20,https://jobsbyculture.com/compare/huggingface-vs-openai,Hugging Face vs OpenAI: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Hugging Face (3.8 Glassdoor, 4.1 WLB) vs OpenAI (4.5 Glassdoor, 3.6 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Hugging Face vs OpenAI: Culture Compared,"Hugging Face
OpenAI",447,12,1,<truncated>,2700,2272797453416423546,
20,https://jobsbyculture.com/compare/coreweave-vs-weaviate,CoreWeave vs Weaviate: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"CoreWeave (3.6 Glassdoor, 3.2 WLB) vs Weaviate (4.3 Glassdoor, 4.2 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",CoreWeave vs Weaviate: Culture Compared,"CoreWeave
Weaviate",444,12,1,<truncated>,2842,2259797098198842577,
20,https://jobsbyculture.com/compare/suno-vs-tailscale,Suno vs Tailscale: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Suno (4.2 Glassdoor, 3.8 WLB) vs Tailscale (4.4 Glassdoor, 4.5 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Suno vs Tailscale: Culture Compared,"Suno
Tailscale",449,12,1,<truncated>,2827,14972156724553862638,
20,https://jobsbyculture.com/locations/seattle/design,Design Jobs in Seattle | AI & Tech Companies | JobsByCulture,text/html; charset=utf-8,false,200,0,true,Browse 16 design jobs in Seattle at 6 culture-rated AI & tech companies. Filter by culture values to find roles that match how you work.,🌲 Design Jobs in Seattle,"Companies hiring design in Seattle
Latest design jobs in Seattle
Design jobs in Seattle
Other roles in Seattle
Design jobs in other locations",611,31,6,<truncated>,3812,2686550939202401217,
20,https://jobsbyculture.com/locations/paris/marketing,Marketing Jobs in Paris | AI & Tech Companies | JobsByCulture,text/html; charset=utf-8,false,200,0,true,Browse 7 marketing jobs in Paris at 4 culture-rated AI & tech companies. Filter by culture values to find roles that match how you work.,🇫🇷 Marketing Jobs in Paris,"Companies hiring marketing in Paris
Latest marketing jobs in Paris
Marketing jobs in Paris
Other roles in Paris
Marketing jobs in other locations",358,31,5,<truncated>,2204,14559287249282624767,
20,https://jobsbyculture.com/compare/airbnb-vs-pinecone,Airbnb vs Pinecone: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Airbnb (4.1 Glassdoor, 4.0 WLB) vs Pinecone (4.2 Glassdoor, 4.3 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Airbnb vs Pinecone: Culture Compared,"Airbnb
Pinecone",491,12,1,<truncated>,3128,3814507367176545259,
20,https://jobsbyculture.com/compare/mercury-vs-supabase,Mercury vs Supabase: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Mercury (4.3 Glassdoor, 3.8 WLB) vs Supabase (4.8 Glassdoor, 3.0 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Mercury vs Supabase: Culture Compared,"Mercury
Supabase",491,12,1,<truncated>,3121,14396433299318341028,
20,https://jobsbyculture.com/compare/langchain-vs-mercury,LangChain vs Mercury: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"LangChain (4.6 Glassdoor, 4.0 WLB) vs Mercury (4.3 Glassdoor, 3.8 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",LangChain vs Mercury: Culture Compared,"LangChain
Mercury",498,12,1,<truncated>,3146,2653548002679462400,
20,https://jobsbyculture.com/compare/apollo-vs-weaviate,Apollo.io vs Weaviate: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Apollo.io (4.0 Glassdoor, 3.6 WLB) vs Weaviate (4.3 Glassdoor, 4.2 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Apollo.io vs Weaviate: Culture Compared,"Apollo.io
Weaviate",481,12,1,<truncated>,3151,3576779738681621264,
20,https://jobsbyculture.com/compare/incidentio-vs-notion,incident.io vs Notion: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"incident.io (4.5 Glassdoor, 4.1 WLB) vs Notion (4.4 Glassdoor, 4.2 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",incident.io vs Notion: Culture Compared,"incident.io
Notion",430,12,1,<truncated>,2781,16243519557041345525,
20,https://jobsbyculture.com/compare/coreweave-vs-runway,CoreWeave vs Runway: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"CoreWeave (3.6 Glassdoor, 3.2 WLB) vs Runway (4.5 Glassdoor, 4.0 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",CoreWeave vs Runway: Culture Compared,"CoreWeave
Runway",486,12,1,<truncated>,3045,1912334221021464183,
20,https://jobsbyculture.com/compare/fireworksai-vs-pylon,Fireworks AI vs Pylon: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Fireworks AI (4.2 Glassdoor, 3.3 WLB) vs Pylon (3.0 Glassdoor, 4.0 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Fireworks AI vs Pylon: Culture Compared,"Fireworks AI
Pylon",478,12,1,<truncated>,2933,15403119525254717890,
20,https://jobsbyculture.com/compare/pinecone-vs-plaid,Pinecone vs Plaid: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Pinecone (4.2 Glassdoor, 4.3 WLB) vs Plaid (4.6 Glassdoor, 4.2 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Pinecone vs Plaid: Culture Compared,"Pinecone
Plaid",481,12,1,<truncated>,3078,16715747716515608429,
20,https://jobsbyculture.com/compare/ramp-vs-tailscale,Ramp vs Tailscale: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Ramp (4.2 Glassdoor, 3.5 WLB) vs Tailscale (4.4 Glassdoor, 4.5 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Ramp vs Tailscale: Culture Compared,"Ramp
Tailscale",480,12,1,<truncated>,3032,15291410736669305436,
20,https://jobsbyculture.com/compare/cloudflare-vs-langchain,Cloudflare vs LangChain: Culture & Glassdoor Compared | JobsByCulture,text/html; charset=utf-8,false,200,0,true,"Cloudflare (3.9 Glassdoor, 3.7 WLB) vs LangChain (4.6 Glassdoor, 4.0 WLB). Side-by-side comparison of culture values, compensation, pros & cons, and open roles.",Cloudflare vs LangChain: Culture Compared,"Cloudflare
LangChain",478,12,1,<truncated>,3148,3220404649418009025,
